code,name
03011,amlex [s]
1007pb,amprop-pb
6556pa,annjoo-pa
9342wb,anzo-wb [s]
9342wc,anzo-wc [s]
5568,apb [s]
5194,apft [s]
7214,arank [s]
7007,ark [s]
7007wb,ark-wb [s]
521056,armada-c56
521057,armada-c57
521058,armada-c58
4057lc,asiapac-lc
03032,astra
639918,astro-c18
7099,atta [s]
7099la,atta-la
7099pa,atta-pa
7099wb,atta-wb [s]
7099wc,atta-wc [s]
688843,axiata-c43
688845,axiata-c45
688847,axiata-c47
688848,axiata-c48
688849,axiata-c49
688850,axiata-c50
688852,axiata-c52
688853,axiata-c53
688854,axiata-c54
688855,axiata-c55
03012,baba [s]
4162cp,bat-cp
4162cq,bat-cq
4162cr,bat-cr
4162cs,bat-cs
4162ct,bat-ct
4162cw,bat-cw
4162cy,bat-cy
4162cz,bat-cz
5248c6,bauto-c6
5248c7,bauto-c7
5248c9,bauto-c9
6602,bcb
9814,bertam
6998wa,bintai-wa [s]
5032,biport [s]
339513,bjcorp-c13
3395ld,bjcorp-ld
3395le,bjcorp-le
3395wb,bjcorp-wb
6025,bjmedia
5069,bldplnt [s]
6297,boxpak
6297wa,boxpak-wa
0191,cabnet [s]
0191wa,cabnet-wa [s]
5229,cap
03024,cetech
8044,cfm [s]
8052,cgb [s]
5738wb,chhb-wb [s]
0829ea,chinaetf-myr
0829eb,chinaetf-usd
1929,chintek
102357,cimb-c57
102358,cimb-c58
102360,cimb-c60
102362,cimb-c62
03001,cloud [s]
7018,cme [s]
7018la,cme-la
7018wa,cme-wa [s]
285218,cmsb-c18
285219,cmsb-c19
03016,crg [s]
03035,ctib
7157,cyl [s]
5082,cymao [s]
5141c2,dayang-c2
5141c3,dayang-c3
5141c4,dayang-c4
5141c6,dayang-c6
5141cy,dayang-cy
7119,degem [s]
727753,dialog-c53
694735,digi-c35
694736,digi-c36
694737,digi-c37
0029wb,digista-wb
0400ga,din040000223 [s]
0400gc,din042300721 [s]
0400gb,din045801028 [s]
7528,dkls [s]
7198wb,dps-wb [s]
16191a,drbhcomc1a
16191b,drbhcomc1b
161983,drbhcomc83
161984,drbhcomc84
161989,drbhcomc89
161991,drbhcomc91
161995,drbhcomc95
161996,drbhcomc96
161998,drbhcomc98
161999,drbhcomc99
521616,dsonic-c16
5216hb,dsonic-hb
7165pa,dwl-pa [s]
5178pa,dynacia-pa
0154wd,eah-wd
8206c1,ecowld-c1
8206cx,ecowld-cx
8206cy,ecowld-cy
8206cz,ecowld-cz
1368ch,edgenta-ch
5081,eig [s]
887710,ekovest-c10
887711,ekovest-c11
8877c2,ekovest-c2
8877c3,ekovest-c3
8877c4,ekovest-c4
8877c5,ekovest-c5
8877c6,ekovest-c6
8877c7,ekovest-c7
8877c8,ekovest-c8
8877c9,ekovest-c9
8877cy,ekovest-cy
9016,eksons
03025,enest
7149,engkah [s]
0831ea,fang-1xi
0830ea,fang-2xl
03026,fbbhd [s]
06507i,fbmklci-c7i
06507j,fbmklci-c7j
06507s,fbmklci-c7s
06507t,fbmklci-c7t
06507u,fbmklci-c7u
06507v,fbmklci-c7v
06507w,fbmklci-c7w
06507x,fbmklci-c7x
06507z,fbmklci-c7z
06509a,fbmklci-c9a
06509b,fbmklci-c9b
06509c,fbmklci-c9c
06509d,fbmklci-c9d
06509e,fbmklci-c9e
06509f,fbmklci-c9f
06509g,fbmklci-c9g
0820ea,fbmklci-ea
06508k,fbmklci-h8k
06508x,fbmklci-h8x
06508y,fbmklci-h8y
0650ac,fbmklci-hac
2755,fcw
522285,fgv-c85
522286,fgv-c86
522287,fgv-c87
522292,fgv-c92
522293,fgv-c93
522294,fgv-c94
522297,fgv-c97
6939,fiamma [s]
0149,fibon
8605pb,fihb-pb [s]
3107,fimacor [s]
0128ca,frontkn-ca
0128cb,frontkn-cb
0128cg,frontkn-cg
0128ch,frontkn-ch
0128cj,frontkn-cj
9377wa,fsbm-wa
539872,gamuda-c72
539877,gamuda-c77
539878,gamuda-c78
539879,gamuda-c79
539880,gamuda-c80
539881,gamuda-c81
539882,gamuda-c82
539883,gamuda-c83
5102cg,gcb-cg
5102cj,gcb-cj
5102cm,gcb-cm
5102cn,gcb-cn
5102co,gcb-co
5102cp,gcb-cp
5102cr,gcb-cr
471564,genm-c64
471565,genm-c65
471566,genm-c66
471569,genm-c69
471570,genm-c70
471571,genm-c71
471572,genm-c72
471573,genm-c73
471575,genm-c75
471577,genm-c77
318275,gentingc75
318276,gentingc76
318278,gentingc78
318279,gentingc79
318280,gentingc80
318281,gentingc81
318283,gentingc83
318286,gentingc86
7197,geshen [s]
7096wa,gpa-wa
03029,gpp
7022c2,gtronic-c2
7022c3,gtronic-c3
7022c5,gtronic-c5
7022c6,gtronic-c6
7022cz,gtronic-cz
2062wc,harbour-wc [s]
7501,harnlen [s]
7501wb,harnlen-wb [s]
7105wa,hck-wa
519911,hibiscs-c11
519913,hibiscs-c13
519914,hibiscs-c14
5199c2,hibiscs-c2
5199c7,hibiscs-c7
7033,hightec [s]
8443wb,hil-wb [s]
5819cp,hlbank-cp
5274,hlcap
5165,hokheng [s]
5160wa,homeriz-wa [s]
0833ea,hscei-1xi
0832ea,hscei-2xl
06519b,hsi-c9b
06519c,hsi-c9c
06519d,hsi-c9d
06519f,hsi-c9f
06519k,hsi-c9k
06519l,hsi-c9l
06519m,hsi-c9m
06519o,hsi-c9o
06519p,hsi-c9p
06519q,hsi-c9q
0651ag,hsi-hag
0651ah,hsi-hah
0651ai,hsi-hai
0651aj,hsi-haj
0651al,hsi-hal
0651am,hsi-ham
0651an,hsi-han
0651ao,hsi-hao
0651ay,hsi-hay
7013wb,hubline-wb [s]
7013wc,hubline-wc [s]
4251pa,ibhd-pa
03030,idbtech
0174wa,idmensn-wa [s]
5606pb,igbb-pb
522515,ihh-c15
522518,ihh-c18
0401ga,ihs046000824 [s]
333634,ijm-c34
333635,ijm-c35
016645,inari-c45
016651,inari-c51
016652,inari-c52
016653,inari-c53
016654,inari-c54
016655,inari-c55
016656,inari-c56
016659,inari-c59
016660,inari-c60
016661,inari-c61
016662,inari-c62
0094wa,inix-wa [s]
196123,ioicorp-c23
196124,ioicorp-c24
196125,ioicorp-c25
196126,ioicorp-c26
5249c1,ioipg-c1
5249cx,ioipg-cx
5249cy,ioipg-cy
5249cz,ioipg-cz
5673,ipmuda [s]
7043,jadem [s]
8648,jaskita
0058,jcbnext
8923wa,jiankun-wa [s]
03003,jmedu [s]
7199,keinhin [s]
7323,ken [s]
7161cm,kerjaya-cm
7161wb,kerjaya-wb [s]
5060,kinstel
0835ea,klci1xi
0834ea,klci2xl
2445c4,klk-c4
2453,kluang
5878cv,kpj-cv
5878cw,kpj-cw
9121,kpscb [s]
2186,kuchai
7006,latitud [s]
8494,lbicap
5789pa,lbs-pa [s]
5789wb,lbs-wb [s]
9628,lebtech [s]
8745wb,leweko-wb [s]
6633cn,lhi-cn
6633co,lhi-co
6633cp,lhi-cp
6633cq,lhi-cq
6633ct,lhi-ct
7126,lonbisc
0140wa,macpie-wa [s]
7087ca,magni-ca
7087cb,magni-cb
858321,mahsing-c21
858322,mahsing-c22
526429,malakofc29
526430,malakofc30
526431,malakofc31
526432,malakofc32
4936,malpac
601215,maxis-c15
601216,maxis-c16
601217,maxis-c17
115563,maybankc63
115564,maybankc64
115566,maybankc66
115567,maybankc67
5886,mbg [s]
5983co,mbmr-co
5983cp,mbmr-cp
117127,mbsb-c27
117128,mbsb-c28
117130,mbsb-c30
03022,mcom [s]
5129,melati [s]
5223,mentiga [s]
8192,mercury [s]
5040wb,meridian-wb [s]
0826ea,metfapa [s]
6149,metrod
3069cg,mfcb-cg
03015,mfgroup [s]
5286ch,mi-ch
5286ck,mi-ck
7935,milux [s]
381623,misc-c23
381625,misc-c25
381627,misc-c27
9571wd,mitra-wd [s]
0085wb,mlab-wb
0034pa,mmag-pa
219414,mmccorpc14
219417,mmccorpc17
219418,mmccorpc18
03027,mmis
0103pa,mnc-pa
0103wa,mnc-wa
03019,mpsol
0070wa,mqtech-wa [s]
165157,mrcb-c57
165159,mrcb-c59
165160,mrcb-c60
165161,mrcb-c61
165163,mrcb-c63
5011,msniaga [s]
5087wa,mycron-wa [s]
013876,myeg-c76
013880,myeg-c80
013883,myeg-c83
013885,myeg-c85
013889,myeg-c89
013891,myeg-c91
013894,myeg-c94
0821ea,myetfdj [s]
03010,mykris
0041pa,myscm-pa
9806,natwide [s]
0096wc,nexgram-wc [s]
7060,nhfatt [s]
5047,npc [s]
03006,nps [s]
7071wc,ocr-wc [s]
5827,oib [s]
0822ea,pam-a40m
0823ea,pam-c50
5022,paos [s]
9407,paragon [s]
6912wa,pasdec-wa [s]
5041,pba [s]
129538,pbbank-c38
129539,pbbank-c39
129541,pbbank-c41
129542,pbbank-c42
129543,pbbank-c43
129544,pbbank-c44
129547,pbbank-c47
518334,pchem-c34
518338,pchem-c38
518339,pchem-c39
518341,pchem-c41
518342,pchem-c42
518343,pchem-c43
518344,pchem-c44
518345,pchem-c45
518349,pchem-c49
5622,peb [s]
9997wb,pensoni-wb
7160ca,penta-ca
7160cb,penta-cb
7160cm,penta-cm
7160cn,penta-cn
3611,pglobe [s]
0006,pineapp [s]
7163,pjbumi [s]
7163wa,pjbumi-wa [s]
7055,plb
886930,pmetal-c30
886931,pmetal-c31
886933,pmetal-c33
886934,pmetal-c34
886937,pmetal-c37
886938,pmetal-c38
886939,pmetal-c39
8117,poly [s]
03031,polydm
03007,polymer [s]
463436,pos-c36
463443,pos-c43
463444,pos-c44
463445,pos-c45
463446,pos-c46
7190,ppg [s]
7134wa,pwf-wa [s]
7084cq,ql-cq
7544,quality [s]
7498,ralco [s]
5272cb,ranhill-cb
03002,redidea
106618,rhbbankc18
106619,rhbbankc19
106620,rhbbankc20
106621,rhbbankc21
5270,rsena
5134,sab [s]
0133we,sanichi-we
5218pa,sapnrg-pa [s]
521879,sapnrgc79
521880,sapnrgc80
521881,sapnrgc81
521882,sapnrgc82
2569,sbagan
4731cg,scientx-cg
4731ch,scientx-ch
4731ci,scientx-ci
4731cj,scientx-cj
4286,seal [s]
5163,seb
7053,seehup [s]
03009,seers [s]
5279c2,serbadk-c2
5279c3,serbadk-c3
5279c5,serbadk-c5
5279cz,serbadk-cz
03033,sgbhd
6017,shl [s]
419739,sime-c39
419742,sime-c42
5285co,simeplt-co
5288cp,simeprop-cp
5288cq,simeprop-cq
5288cr,simeprop-cr
5288cs,simeprop-cs
9431,sjc [s]
7115,skbshut [s]
7155cv,skpres-cv
7155cw,skpres-cw
03008,slic [s]
5213wb,sntoria-wb [s]
866421,spsetia-c21
866422,spsetia-c22
866423,spsetia-c23
866424,spsetia-c24
866425,spsetia-c25
866426,spsetia-c26
866427,spsetia-c27
8664pb,spsetia-pb [s]
5006,stella [s]
6904,subur [s]
1201,sumatec [s]
1201wa,sumatec-wa [s]
5263cz,suncon-cz
3743wa,sunsuria-wa [s]
5211cw,sunway-cw
5211cx,sunway-cx
0148wb,sunzen-wb
710672,supermx-c72
710681,supermx-c81
03018,supreme [s]
6139cn,takaful-cn
5140,tasco
4448p,tasek-pa
534762,tenaga-c62
534765,tenaga-c65
534768,tenaga-c68
534769,tenaga-c69
7206pb,thheavy-pb [s]
7374,tienwah
7079wc,tiger-wc [s]
7854,timwell [s]
486349,tm-c49
486357,tm-c57
486360,tm-c60
486361,tm-c61
486363,tm-c63
5010,tongher [s]
711367,topglov-c67
03013,topvisn
7173,toyoink [s]
0199,trimode [s]
0118wb,trive-wb [s]
5042wb,tsrcap-wb [s]
03020,ttv [s]
5167,turbo
4359,turiya [s]
7100ch,uchitec-ch
514872,uems-c72
458820,umw-c20
458822,umw-c22
7091,unimech [s]
03017,uniwall [s]
0060pa,vc-pa
524331,velesto-c31
7240wa,vertice-wa [s]
0097cp,vitrox-cp
0069wd,vivocom-wd [s]
7070la,vizione-la
696320,vs-c20
696322,vs-c22
696324,vs-c24
696325,vs-c25
696326,vs-c26
696328,vs-c28
696329,vs-c29
7203,wangzng
967920,wct-c20
967921,wct-c21
7692,widetec
0141,wintoni
7025,woodlan [s]
5246c2,wprts-c2
5246c3,wprts-c3
7003,y&g [s]
7293c2,yinson-c2
7293c6,yinson-c6
7293c8,yinson-c8
7020wb,ykgi-wb
7066wa,yongtai-wa [s]
467729,ytl-c29
467730,ytl-c30
467731,ytl-c31
674210,ytlpowr-c10
674212,ytlpowr-c12
674213,ytlpowr-c13
